Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0806SC,`33,`613,District - Karur,Urban,`5-14,15,13,2,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0
B0806SC,`33,`613,District - Karur,Urban,15-34,735,390,345,309,134,175,10,4,6,262,110,152,42,26,16,0,0,0,26,8,18,250,118,132,6,0,6,114,86,28,0,0,0,24,12,12,48,36,12,2,2,0,0,0,0,6,0,6,6,6,0,12,6,6,26,8,18,18,6,12,192,96,96
B0806SC,`33,`613,District - Karur,Urban,35-59,1161,528,633,353,147,206,18,7,11,650,250,400,170,80,90,6,6,0,34,18,16,184,102,82,6,0,6,138,64,74,0,0,0,18,0,18,68,62,6,0,0,0,0,0,0,6,6,0,6,6,0,36,18,18,32,12,20,6,0,6,136,44,92
B0806SC,`33,`613,District - Karur,Urban,60+,245,124,121,103,48,55,6,4,2,180,88,92,28,14,14,0,0,0,10,0,10,42,24,18,0,0,0,22,12,10,0,0,0,4,0,4,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,12,6,6,2,0,2,0,0,0,30,12,18
B0806SC,`33,`613,District - Karur,Urban,Age not stated,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`614,District - Tiruchirappalli,Total,Total,26810,12793,14017,4442,1915,2527,1294,607,687,18879,7727,11152,588,301,287,24,21,3,281,100,181,1310,950,360,44,17,27,2666,1526,1140,0,0,0,878,623,255,507,483,24,275,231,44,6,6,0,93,57,36,130,101,29,427,315,112,452,126,326,245,57,188,3153,1460,1693
B0806SC,`33,`614,District - Tiruchirappalli,Total,`5-14,668,332,336,36,23,13,25,9,16,114,56,58,17,9,8,0,0,0,0,0,0,16,13,3,0,0,0,8,6,2,0,0,0,11,9,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,503,243,260
B0806SC,`33,`614,District - Tiruchirappalli,Total,15-34,11243,5726,5517,1866,895,971,463,220,243,6552,2712,3840,162,69,93,12,12,0,129,39,90,862,609,253,14,8,6,1238,846,392,0,0,0,516,356,160,287,270,17,162,151,11,6,6,0,82,54,28,76,58,18,240,175,65,335,94,241,161,35,126,1812,907,905
B0806SC,`33,`614,District - Tiruchirappalli,Total,35-59,12023,5303,6720,1906,724,1182,629,282,347,9579,3748,5831,315,152,163,9,6,3,125,45,80,374,277,97,17,6,11,1237,616,621,0,0,0,313,228,85,200,195,5,89,62,27,0,0,0,11,3,8,46,37,9,150,112,38,107,24,83,70,22,48,658,212,446
B0806SC,`33,`614,District - Tiruchirappalli,Total,60+,2859,1420,1439,628,272,356,176,95,81,2618,1205,1413,94,71,23,3,3,0,27,16,11,55,48,7,13,3,10,183,58,125,0,0,0,38,30,8,14,12,2,24,18,6,0,0,0,0,0,0,8,6,2,35,26,9,8,6,2,14,0,14,177,95,82
B0806SC,`33,`614,District - Tiruchirappalli,Total,Age not stated,17,12,5,6,1,5,1,1,0,16,6,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
B0806SC,`33,`614,District - Tiruchirappalli,Rural,Total,19663,8611,11052,2970,1256,1714,1147,528,619,16468,6631,9837,338,162,176,18,18,0,120,42,78,568,406,162,6,6,0,1396,626,770,0,0,0,350,236,114,212,206,6,166,154,12,6,6,0,28,26,2,56,36,20,130,108,22,264,72,192,144,48,96,1216,556,660
B0806SC,`33,`614,District - Tiruchirappalli,Rural,`5-14,322,172,150,28,15,13,19,7,12,111,54,57,14,6,8,0,0,0,0,0,0,6,6,0,0,0,0,2,0,2,0,0,0,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,182,100,82
B0806SC,`33,`614,District - Tiruchirappalli,Rural,15-34,8135,3805,4330,1157,549,608,416,196,220,5774,2346,3428,76,26,50,12,12,0,76,22,54,450,320,130,0,0,0,708,412,296,0,0,0,252,158,94,144,138,6,114,112,2,6,6,0,26,26,0,42,24,18,98,84,14,236,70,166,96,30,66,766,372,394
B0806SC,`33,`614,District - Tiruchirappalli,Rural,35-59,8931,3555,5376,1296,491,805,552,242,310,8293,3180,5113,192,92,100,6,6,0,36,14,22,88,56,32,6,6,0,562,184,378,0,0,0,82,66,16,62,62,0,42,36,6,0,0,0,2,0,2,12,12,0,24,18,6,26,0,26,46,18,28,196,54,142
B0806SC,`33,`614,District - Tiruchirappalli,Rural,60+,2269,1076,1193,486,200,286,159,82,77,2282,1048,1234,56,38,18,0,0,0,8,6,2,24,24,0,0,0,0,124,30,94,0,0,0,8,6,2,0,0,0,10,6,4,0,0,0,0,0,0,2,0,2,8,6,2,0,0,0,2,0,2,72,30,42
B0806SC,`33,`614,District - Tiruchirappalli,Rural,Age not stated,6,3,3,3,1,2,1,1,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`614,District - Tiruchirappalli,Urban,Total,7147,4182,2965,1472,659,813,147,79,68,2411,1096,1315,250,139,111,6,3,3,161,58,103,742,544,198,38,11,27,1270,900,370,0,0,0,528,387,141,295,277,18,109,77,32,0,0,0,65,31,34,74,65,9,297,207,90,188,54,134,101,9,92,1937,904,1033
B0806SC,`33,`614,District - Tiruchirappalli,Urban,`5-14,346,160,186,8,8,0,6,2,4,3,2,1,3,3,0,0,0,0,0,0,0,10,7,3,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,321,143,178
B0806SC,`33,`614,District - Tiruchirappalli,Urban,15-34,3108,1921,1187,709,346,363,47,24,23,778,366,412,86,43,43,0,0,0,53,17,36,412,289,123,14,8,6,530,434,96,0,0,0,264,198,66,143,132,11,48,39,9,0,0,0,56,28,28,34,34,0,142,91,51,99,24,75,65,5,60,1046,535,511
B0806SC,`33,`614,District - Tiruchirappalli,Urban,35-59,3092,1748,1344,610,233,377,77,40,37,1286,568,718,123,60,63,3,0,3,89,31,58,286,221,65,11,0,11,675,432,243,0,0,0,231,162,69,138,133,5,47,26,21,0,0,0,9,3,6,34,25,9,126,94,32,81,24,57,24,4,20,462,158,304
B0806SC,`33,`614,District - Tiruchirappalli,Urban,60+,590,344,246,142,72,70,17,13,4,336,157,179,38,33,5,3,3,0,19,10,9,31,24,7,13,3,10,59,28,31,0,0,0,30,24,6,14,12,2,14,12,2,0,0,0,0,0,0,6,6,0,27,20,7,8,6,2,12,0,12,105,65,40
B0806SC,`33,`614,District - Tiruchirappalli,Urban,Age not stated,11,9,2,3,0,3,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
B0806SC,`33,`615,District - Perambalur,Total,Total,16797,7835,8962,1741,613,1128,2982,1707,1275,13268,5365,7903,64,48,16,0,0,0,78,24,54,114,90,24,6,6,0,174,154,20,0,0,0,196,156,40,62,60,2,122,116,6,0,0,0,0,0,0,12,12,0,54,42,12,140,36,104,166,32,134,1100,600,500
B0806SC,`33,`615,District - Perambalur,Total,`5-14,374,202,172,68,30,38,98,50,48,140,74,66,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,188,98,90
B0806SC,`33,`615,District - Perambalur,Total,15-34,6866,3149,3717,795,310,485,1250,683,567,5109,2028,3081,42,30,12,0,0,0,30,12,18,54,30,24,0,0,0,84,76,8,0,0,0,110,78,32,42,42,0,78,72,6,0,0,0,0,0,0,0,0,0,26,20,6,90,26,64,78,16,62,668,346,322
B0806SC,`33,`615,District - Perambalur,Total,35-59,7591,3455,4136,618,179,439,1292,728,564,6267,2460,3807,20,18,2,0,0,0,42,12,30,48,48,0,0,0,0,84,72,12,0,0,0,84,78,6,12,12,0,38,38,0,0,0,0,0,0,0,12,12,0,26,20,6,46,6,40,58,6,52,180,124,56
B0806SC,`33,`615,District - Perambalur,Total,60+,1960,1027,933,260,94,166,341,245,96,1747,802,945,2,0,2,0,0,0,0,0,0,12,12,0,6,6,0,6,6,0,0,0,0,2,0,2,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,30,10,20,64,32,32
B0806SC,`33,`615,District - Perambalur,Total,Age not stated,6,2,4,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`615,District - Perambalur,Rural,Total,15533,7179,8354,1631,547,1084,2950,1686,1264,12494,5006,7488,36,24,12,0,0,0,36,12,24,84,60,24,6,6,0,98,82,16,0,0,0,180,144,36,56,54,2,122,116,6,0,0,0,0,0,0,6,6,0,42,36,6,90,22,68,150,24,126,814,448,366
B0806SC,`33,`615,District - Perambalur,Rural,`5-14,306,154,152,65,28,37,98,50,48,131,68,63,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,58,72
B0806SC,`33,`615,District - Perambalur,Rural,15-34,6384,2911,3473,761,291,470,1241,680,561,4880,1928,2952,24,12,12,0,0,0,18,6,12,54,30,24,0,0,0,50,42,8,0,0,0,104,72,32,42,42,0,78,72,6,0,0,0,0,0,0,0,0,0,24,18,6,60,16,44,72,10,62,498,274,224
B0806SC,`33,`615,District - Perambalur,Rural,35-59,7027,3158,3869,564,144,420,1283,721,562,5856,2263,3593,12,12,0,0,0,0,12,6,6,18,18,0,0,0,0,48,40,8,0,0,0,76,72,4,6,6,0,38,38,0,0,0,0,0,0,0,6,6,0,18,18,0,30,6,24,52,6,46,136,90,46
B0806SC,`33,`615,District - Perambalur,Rural,60+,1811,954,857,241,84,157,327,234,93,1623,746,877,0,0,0,0,0,0,0,0,0,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,18,50,26,24
B0806SC,`33,`615,District - Perambalur,Rural,Age not stated,5,2,3,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`615,District - Perambalur,Urban,Total,1264,656,608,110,66,44,32,21,11,774,359,415,28,24,4,0,0,0,42,12,30,30,30,0,0,0,0,76,72,4,0,0,0,16,12,4,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,12,6,6,50,14,36,16,8,8,286,152,134
B0806SC,`33,`615,District - Perambalur,Urban,`5-14,68,48,20,3,2,1,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,58,40,18
B0806SC,`33,`615,District - Perambalur,Urban,15-34,482,238,244,34,19,15,9,3,6,229,100,129,18,18,0,0,0,0,12,6,6,0,0,0,0,0,0,34,34,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30,10,20,6,6,0,170,72,98
B0806SC,`33,`615,District - Perambalur,Urban,35-59,564,297,267,54,35,19,9,7,2,411,197,214,8,6,2,0,0,0,30,6,24,30,30,0,0,0,0,36,32,4,0,0,0,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,8,2,6,16,0,16,6,0,6,44,34,10
B0806SC,`33,`615,District - Perambalur,Urban,60+,149,73,76,19,10,9,14,11,3,124,56,68,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2,14,6,8
B0806SC,`33,`615,District - Perambalur,Urban,Age not stated,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`616,District - Ariyalur,Total,Total,21713,9926,11787,4479,1770,2709,1448,760,688,22030,9254,12776,140,76,64,0,0,0,216,106,110,288,160,128,0,0,0,508,318,190,2,2,0,218,176,42,110,110,0,70,64,6,0,0,0,6,6,0,24,24,0,28,26,2,62,38,24,152,52,100,890,524,366
B0806SC,`33,`616,District - Ariyalur,Total,`5-14,268,145,123,34,18,16,32,14,18,150,79,71,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,64,32
B0806SC,`33,`616,District - Ariyalur,Total,15-34,8666,3940,4726,1778,706,1072,601,298,303,8455,3468,4987,26,8,18,0,0,0,100,36,64,144,74,70,0,0,0,238,160,78,2,2,0,132,114,18,86,86,0,52,46,6,0,0,0,6,6,0,12,12,0,14,12,2,38,18,20,50,20,30,488,286,202
B0806SC,`33,`616,District - Ariyalur,Total,35-59,10487,4548,5939,2061,738,1323,657,337,320,10935,4383,6552,80,38,42,0,0,0,72,48,24,120,80,40,0,0,0,228,126,102,0,0,0,68,50,18,24,24,0,12,12,0,0,0,0,0,0,0,12,12,0,14,14,0,24,20,4,88,26,62,214,116,98
B0806SC,`33,`616,District - Ariyalur,Total,60+,2287,1291,996,606,308,298,158,111,47,2485,1322,1163,34,30,4,0,0,0,44,22,22,6,6,0,0,0,0,42,32,10,0,0,0,12,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,92,58,34
B0806SC,`33,`616,District - Ariyalur,Total,Age not stated,5,2,3,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`616,District - Ariyalur,Rural,Total,20851,9432,11419,4299,1677,2622,1407,738,669,21537,9005,12532,124,62,62,0,0,0,184,94,90,270,142,128,0,0,0,352,230,122,2,2,0,168,128,40,104,104,0,58,52,6,0,0,0,6,6,0,18,18,0,20,18,2,48,32,16,112,36,76,740,442,298
B0806SC,`33,`616,District - Ariyalur,Rural,`5-14,256,142,114,34,18,16,26,13,13,146,77,69,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,64,30
B0806SC,`33,`616,District - Ariyalur,Rural,15-34,8402,3789,4613,1714,663,1051,589,292,297,8327,3408,4919,26,8,18,0,0,0,88,30,58,138,68,70,0,0,0,176,116,60,2,2,0,106,90,16,80,80,0,46,40,6,0,0,0,6,6,0,12,12,0,14,12,2,26,12,14,40,18,22,440,258,182
B0806SC,`33,`616,District - Ariyalur,Rural,35-59,10043,4302,5741,1957,692,1265,635,322,313,10661,4250,6411,70,30,40,0,0,0,58,42,16,108,68,40,0,0,0,156,102,54,0,0,0,44,26,18,24,24,0,12,12,0,0,0,0,0,0,0,6,6,0,6,6,0,22,20,2,58,12,46,140,74,66
B0806SC,`33,`616,District - Ariyalur,Rural,60+,2145,1197,948,594,304,290,157,111,46,2398,1268,1130,28,24,4,0,0,0,38,22,16,6,6,0,0,0,0,20,12,8,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,66,46,20
B0806SC,`33,`616,District - Ariyalur,Rural,Age not stated,5,2,3,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`616,District - Ariyalur,Urban,Total,862,494,368,180,93,87,41,22,19,493,249,244,16,14,2,0,0,0,32,12,20,18,18,0,0,0,0,156,88,68,0,0,0,50,48,2,6,6,0,12,12,0,0,0,0,0,0,0,6,6,0,8,8,0,14,6,8,40,16,24,150,82,68
B0806SC,`33,`616,District - Ariyalur,Urban,`5-14,12,3,9,0,0,0,6,1,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0806SC,`33,`616,District - Ariyalur,Urban,15-34,264,151,113,64,43,21,12,6,6,128,60,68,0,0,0,0,0,0,12,6,6,6,6,0,0,0,0,62,44,18,0,0,0,26,24,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,10,2,8,48,28,20
B0806SC,`33,`616,District - Ariyalur,Urban,35-59,444,246,198,104,46,58,22,15,7,274,133,141,10,8,2,0,0,0,14,6,8,12,12,0,0,0,0,72,24,48,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,8,0,2,0,2,30,14,16,74,42,32
B0806SC,`33,`616,District - Ariyalur,Urban,60+,142,94,48,12,4,8,1,0,1,87,54,33,6,6,0,0,0,0,6,0,6,0,0,0,0,0,0,22,20,2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,14
B0806SC,`33,`616,District - Ariyalur,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`617,District - Cuddalore,Total,Total,109233,52389,56844,22439,9994,12445,7078,3886,3192,102818,46742,56076,1032,576,456,294,270,24,1064,422,642,1435,924,511,166,159,7,3935,2479,1456,3,3,0,949,675,274,723,712,11,217,180,37,12,12,0,54,51,3,176,168,8,298,149,149,552,226,326,2031,423,1608,8835,4326,4509
B0806SC,`33,`617,District - Cuddalore,Total,`5-14,2714,1332,1382,192,81,111,251,137,114,661,294,367,0,0,0,0,0,0,9,0,9,32,14,18,0,0,0,13,8,5,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,6,6,47,14,33,1867,928,939
B0806SC,`33,`617,District - Cuddalore,Total,15-34,45488,21540,23948,9128,3993,5135,2840,1466,1374,40174,17378,22796,401,227,174,161,156,5,468,157,311,853,527,326,68,66,2,2009,1424,585,3,3,0,538,417,121,469,466,3,119,111,8,12,12,0,39,36,3,92,84,8,94,41,53,341,148,193,1022,269,753,4913,2545,2368
B0806SC,`33,`617,District - Cuddalore,Total,35-59,50734,23550,27184,10399,4419,5980,3229,1759,1470,51038,22833,28205,452,240,212,119,102,17,469,200,269,459,316,143,96,93,3,1680,905,775,0,0,0,338,212,126,237,229,8,89,69,20,0,0,0,15,15,0,75,75,0,181,93,88,184,57,127,792,87,705,1680,684,996
B0806SC,`33,`617,District - Cuddalore,Total,60+,10189,5917,4272,2712,1499,1213,754,523,231,10860,6204,4656,179,109,70,14,12,2,118,65,53,88,64,24,2,0,2,225,136,89,0,0,0,65,40,25,11,11,0,9,0,9,0,0,0,0,0,0,3,3,0,23,15,8,15,15,0,170,53,117,365,166,199
B0806SC,`33,`617,District - Cuddalore,Total,Age not stated,108,50,58,8,2,6,4,1,3,85,33,52,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,6,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
B0806SC,`33,`617,District - Cuddalore,Rural,Total,96228,45490,50738,19590,8422,11168,6764,3758,3006,93556,42084,51472,686,366,320,230,212,18,942,364,578,1062,638,424,114,114,0,2580,1426,1154,0,0,0,544,386,158,486,480,6,138,126,12,12,12,0,18,18,0,122,114,8,180,72,108,406,158,248,1688,364,1324,6290,3220,3070
B0806SC,`33,`617,District - Cuddalore,Rural,`5-14,2377,1185,1192,180,73,107,242,133,109,629,279,350,0,0,0,0,0,0,6,0,6,32,14,18,0,0,0,4,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,6,6,44,14,30,1576,798,778
B0806SC,`33,`617,District - Cuddalore,Rural,15-34,39752,18456,21296,7979,3356,4623,2697,1409,1288,36756,15703,21053,292,168,124,112,110,2,412,136,276,628,362,266,36,36,0,1344,864,480,0,0,0,340,274,66,340,340,0,96,94,2,12,12,0,18,18,0,62,54,8,48,18,30,270,112,158,840,228,612,3428,1874,1554
B0806SC,`33,`617,District - Cuddalore,Rural,35-59,44940,20537,24403,9009,3678,5331,3101,1709,1392,46262,20456,25806,266,128,138,104,90,14,426,174,252,336,216,120,78,78,0,1076,476,600,0,0,0,158,80,78,138,132,6,40,32,8,0,0,0,0,0,0,54,54,0,118,48,70,118,34,84,662,78,584,1012,430,582
B0806SC,`33,`617,District - Cuddalore,Rural,60+,9067,5270,3797,2415,1314,1101,720,506,214,9830,5616,4214,128,70,58,14,12,2,98,54,44,66,46,20,0,0,0,150,78,72,0,0,0,40,26,14,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,14,6,8,6,6,0,142,44,98,270,118,152
B0806SC,`33,`617,District - Cuddalore,Rural,Age not stated,92,42,50,7,1,6,4,1,3,79,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
B0806SC,`33,`617,District - Cuddalore,Urban,Total,13005,6899,6106,2849,1572,1277,314,128,186,9262,4658,4604,346,210,136,64,58,6,122,58,64,373,286,87,52,45,7,1355,1053,302,3,3,0,405,289,116,237,232,5,79,54,25,0,0,0,36,33,3,54,54,0,118,77,41,146,68,78,343,59,284,2545,1106,1439
B0806SC,`33,`617,District - Cuddalore,Urban,`5-14,337,147,190,12,8,4,9,4,5,32,15,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,291,130,161
B0806SC,`33,`617,District - Cuddalore,Urban,15-34,5736,3084,2652,1149,637,512,143,57,86,3418,1675,1743,109,59,50,49,46,3,56,21,35,225,165,60,32,30,2,665,560,105,3,3,0,198,143,55,129,126,3,23,17,6,0,0,0,21,18,3,30,30,0,46,23,23,71,36,35,182,41,141,1485,671,814
B0806SC,`33,`617,District - Cuddalore,Urban,35-59,5794,3013,2781,1390,741,649,128,50,78,4776,2377,2399,186,112,74,15,12,3,43,26,17,123,100,23,18,15,3,604,429,175,0,0,0,180,132,48,99,97,2,49,37,12,0,0,0,15,15,0,21,21,0,63,45,18,66,23,43,130,9,121,668,254,414
B0806SC,`33,`617,District - Cuddalore,Urban,60+,1122,647,475,297,185,112,34,17,17,1030,588,442,51,39,12,0,0,0,20,11,9,22,18,4,2,0,2,75,58,17,0,0,0,25,14,11,9,9,0,7,0,7,0,0,0,0,0,0,3,3,0,9,9,0,9,9,0,28,9,19,95,48,47
B0806SC,`33,`617,District - Cuddalore,Urban,Age not stated,16,8,8,1,1,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
B0806SC,`33,`618,District - Nagapattinam,Total,Total,71565,36360,35205,11820,4923,6897,2257,1313,944,72162,34130,38032,492,358,134,304,156,148,430,216,214,806,634,172,48,36,12,1914,1576,338,12,12,0,498,320,178,610,586,24,140,106,34,0,0,0,32,26,6,84,70,14,124,108,16,402,148,254,516,218,298,2554,1270,1284
B0806SC,`33,`618,District - Nagapattinam,Total,`5-14,750,430,320,74,45,29,38,23,15,466,250,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,242,124,118
B0806SC,`33,`618,District - Nagapattinam,Total,15-34,27936,15140,12796,4382,1983,2399,786,459,327,26032,12808,13224,204,148,56,108,68,40,192,98,94,502,388,114,18,12,6,1268,1176,92,6,6,0,332,220,112,514,496,18,78,64,14,0,0,0,26,20,6,54,40,14,42,34,8,308,82,226,252,132,120,1596,872,724
